<UserID>	<ArtistID>	<Count>
64	17217	1
64	606	1
64	12928	1
64	4668	11
64	32563	1
64	2641	1
64	17225	2
64	23305	2
64	27462	1
64	15035	1
64	27463	10
64	25436	17
64	17230	1
64	23313	31
64	4683	9
64	24240	2
64	21248	1
64	2657	4
64	17239	2
64	25447	1
64	23359	2
64	23325	1
64	8827	3
64	26641	1
64	8829	1
64	15058	1
64	31424	1
64	8836	1
64	12948	3
64	29501	1
64	23338	1
64	23339	2
64	19240	94
64	632	2
64	634	4
64	19243	167
64	12954	1
64	24576	19
64	6743	1
64	13466	1
64	12961	4
64	8846	29
64	17261	1
64	31625	10
64	1443	1
64	12119	6
64	11078	1
64	27488	3
64	4031	12
64	17267	44
64	23356	1
64	32835	1
64	10924	4
64	28426	1
64	23360	32
64	10926	2
64	29526	78
64	7376	1
64	28692	1
64	658	2
64	21281	1
64	6759	1
64	32893	5
64	27504	3
64	29540	1
64	2704	11
64	15110	2
64	32929	2
64	12982	1
64	24758	1
64	6772	2
64	23378	18
64	19280	97
64	4742	2
64	31643	23
64	29547	1
64	27514	1
64	19285	12
64	15123	2
64	8874	5
64	21300	1
64	8877	4
64	19289	2
64	31654	1
64	4752	1
64	2725	1
64	10957	1
64	687	1
64	8881	10
64	689	1
64	10961	3
64	10962	1
64	25514	11
64	13004	1
64	14880	1
64	17315	1
64	29562	1
64	6793	3
64	25520	3
64	16340	1
64	17318	2
64	15992	2
64	17319	3
64	21316	4
64	29569	2
64	8891	1
64	29570	1
64	12422	3
64	14687	1
64	15148	1
64	16126	3
64	16711	2
64	21325	1
64	710	1
64	6804	1
64	19314	10
64	711	1
64	29012	88
64	13030	5
64	2764	10
64	13033	7
64	713	8
64	29585	7
64	21332	4
64	8371	1
64	29587	1
64	27548	68
64	21338	4
64	10995	1
64	13049	1
64	8921	1
64	27324	1
64	10999	1
64	4806	1
64	19339	11
64	14557	3
64	729	3
64	21358	2
64	731	5
64	23456	2
64	21359	23
64	11010	1
64	21360	9
64	23459	1
64	31703	1
64	19343	6
64	27571	1
64	8550	3
64	15191	9
64	17355	2
64	30545	1
64	6855	1
64	19347	2
64	11022	1
64	27576	6
64	3420	5
64	8950	8
64	8951	2
64	2790	1
64	17362	11
64	25568	1
64	19360	1
64	14211	3
64	4822	4
64	8629	1
64	15205	1
64	27588	1
64	25629	5
64	749	1
64	23479	2
64	2798	3
64	8652	13
64	29629	1
64	21373	1
64	21374	13
64	15212	1
64	25578	5
64	29338	119
64	25581	2
64	17066	5
64	761	1
64	17376	2
64	19379	1
64	18297	1
64	23491	2
64	9690	15
64	23536	6
64	15220	9
64	15221	2
64	518	24
64	29647	10
64	13107	16
64	17153	6
64	15224	1
64	15225	1
64	13116	2
64	780	1
64	25597	2
64	6884	3
64	8987	1
64	592	2
64	2823	1
64	13120	31
64	6890	3
64	21398	2
64	17219	10
64	787	3
64	4489	27
64	21402	15
64	17403	3
64	27613	3
64	794	2
64	21408	22
64	21409	1
64	13128	1
64	25614	1
64	17413	1
64	15251	7
64	9001	4
64	21297	6
64	9005	3
64	25619	1
64	17416	1
64	29670	14
64	2833	1
64	23523	1
64	23524	3
64	803	2
64	15259	2
64	13139	1
64	6908	1
64	19415	1
64	7924	11
64	21423	1
64	10048	2
64	6914	8
64	7654	2
64	21427	1
64	21370	1
64	25631	2
64	29632	1
64	2844	1
64	6917	3
64	32820	1
64	816	2
64	4880	1
64	17426	1
64	31781	1
64	27641	1
64	6588	3
64	30050	5
64	4885	3
64	23547	6
64	17441	2
64	13175	1
64	6930	1
64	819	5
64	25649	2
64	856	47
64	19436	5
64	2862	1
64	21448	4
64	827	2
64	25652	2
64	17434	2
64	896	1
64	832	5
64	834	1
64	15301	1
64	15303	4
64	30055	1
64	9055	1
64	4898	2
64	19449	1
64	25662	1
64	2877	2
64	16569	2
64	6859	2
64	15310	1
64	849	3
64	21461	3
64	852	1
64	17455	1
64	23574	1
64	23576	2
64	25668	3
64	31813	1
64	13195	1
64	2184	2
64	859	1
64	31816	1
64	23586	6
64	29727	2
64	4917	1
64	13163	13
64	13379	2
64	11148	24
64	25680	2
64	2895	2
64	2543	2
64	31825	6
64	19467	2
64	6966	16
64	6968	1
64	9284	1
64	870	3
64	871	3
64	2903	15
64	15336	3
64	31831	5
64	19476	4
64	25695	8
64	25696	1
64	9044	3
64	17487	1
64	19480	1
64	9353	1
64	21490	2
64	4940	21
64	6937	2
64	20605	2
64	16368	1
64	20103	2
64	29763	11
64	29765	1
64	9407	1
64	11178	22
64	9100	32
64	31855	35
64	4710	1
64	4954	1
64	17497	2
64	2923	1
64	17089	1
64	16739	1
64	25721	1
64	25722	1
64	23642	3
64	6994	3
64	27730	2
64	9507	3
64	31873	5
64	24996	1
64	5644	1
64	21514	23
64	31875	104
64	7967	2
64	29797	5
64	7004	23
64	19508	92
64	4976	7
64	4979	1
64	911	2
64	21524	2
64	2945	1
64	161	5
64	9127	4
64	19514	3
64	27742	2
64	31888	1
64	32837	1
64	18004	1
64	17518	4
64	919	1
64	28000	5
64	7018	4
64	30342	1
64	923	3
64	22079	1
64	25755	77
64	13269	6
64	18093	1
64	10186	5
64	17533	3
64	19541	1
64	11228	3
64	4996	1
64	12481	2
64	21554	1
64	27765	1
64	13280	2
64	2972	1
64	2974	1
64	5005	2
64	13925	18
64	23693	3
64	9158	17
64	15422	6
64	21561	58
64	9163	1
64	2986	1
64	21564	15
64	7049	1
64	11884	3
64	29838	3
64	29839	2
64	5020	2
64	21568	1
64	12483	1
64	490	2
64	21569	1
64	6523	2
64	9175	1
64	30593	2
64	27785	1
64	25796	38
64	29853	1
64	22331	2
64	25800	1
64	13317	1
64	29858	2
64	29859	19
64	29861	2
64	14773	2
64	19581	2
64	31948	60
64	5941	2
64	26699	1
64	495	2
64	5032	10
64	15448	2
64	30667	2
64	31954	1
64	19584	5
64	1493	3
64	3017	5
64	5036	3
64	19111	1
64	31959	1
64	25822	3
64	11274	1
64	21593	22
64	27811	2
64	985	6
64	18433	2
64	23578	1
64	11281	14
64	31974	1
64	21468	1
64	27651	2
64	13340	19
64	13341	3
64	11288	11
64	29898	3
64	15856	17
64	18522	4
64	7096	1
64	31984	1
64	3514	1
64	31985	1
64	32706	3
64	7099	1
64	3041	1
64	9213	2
64	22630	1
64	7109	1
64	5067	2
64	15495	1
64	15018	1
64	7111	3
64	17613	3
64	21628	2
64	5392	103
64	7115	3
64	6957	1
64	19631	1
64	13363	1
64	9224	2
64	25859	12
64	32004	1
64	26897	9
64	23775	1
64	2556	1
64	19640	1
64	17628	1
64	5084	1
64	7125	1
64	29928	2
64	25866	20
64	13373	2
64	19651	10
64	2557	1
64	19657	1
64	2150	2
64	7134	2
64	5095	1
64	5096	1
64	21648	37
64	16771	1
64	29942	2
64	17642	5
64	11334	1
64	23794	6
64	7650	1
64	9257	1
64	21657	10
64	13390	2
64	29953	1
64	17656	18
64	21661	2
64	27874	1
64	7155	1
64	29960	1
64	17661	1
64	27879	26
64	11354	1
64	1060	2
64	3228	1
64	7162	1
64	19677	3
64	21672	2
64	9074	5
64	23820	1
64	23821	1
64	32055	1
64	9269	1
64	7170	3
64	7171	1
64	9275	3
64	17679	19
64	27896	1
64	5129	1
64	21681	1
64	13418	4
64	17684	1
64	13419	5
64	15564	1
64	23830	1
64	5132	4
64	9285	1
64	25920	2
64	7175	1
64	3130	3
64	32867	7
64	5136	6
64	6479	1
64	19697	3
64	9293	1
64	21693	5
64	27246	1
64	23841	1
64	27912	1
64	13428	8
64	17694	1
64	25929	2
64	9299	1
64	11385	1
64	2450	2
64	21699	2
64	3139	1
64	21700	1
64	21704	6
64	15581	22
64	15582	10
64	21710	1
64	13443	2
64	31458	1
64	31459	6
64	9315	2
64	2446	29
64	3150	2
64	2540	57
64	1100	3
64	15595	2
64	30560	6
64	27933	1
64	5267	2
64	30602	1
64	27938	2
64	13456	3
64	13457	2
64	19168	1
64	21729	1
64	32117	1
64	23879	1
64	16413	2
64	7212	1
64	25966	1
64	30456	8
64	19220	1677
64	3168	2
64	5179	1
64	10887	2
64	23891	1
64	13465	10
64	5181	1
64	3175	1
64	1122	1
64	21367	1
64	5602	1
64	5191	2
64	7235	10
64	17484	1
64	9339	25
64	9340	1
64	27967	1
64	27969	2
64	9345	1
64	28655	1
64	15154	3
64	30037	1
64	32141	1
64	13481	12
64	25985	1
64	32143	23
64	27707	1
64	23908	1
64	27977	2
64	17757	1
64	1139	1
64	27978	3
64	3193	3
64	9354	2
64	27981	1
64	29120	1
64	27391	15
64	25996	1
64	9358	1
64	1153	12
64	30052	2
64	2855	2
64	17765	1
64	5219	1
64	11454	1
64	32160	6
64	13503	1
64	11456	1
64	17767	2
64	15657	2
64	17770	5
64	28045	4
64	32165	1
64	3203	2
64	15665	1
64	15666	1
64	7265	4
64	21889	1
64	5226	4
64	26009	10
64	7269	14
64	16791	1
64	30072	3
64	9770	1
64	2970	2
64	23691	3
64	23938	1
64	19792	2
64	11476	4
64	21793	37
64	32881	2
64	28010	5
64	3217	2
64	5244	4
64	11268	1
64	19798	482
64	5247	1
64	20485	30
64	7090	1
64	16682	1
64	32779	1
64	32001	1
64	30085	1
64	15699	3
64	32187	1
64	32026	1
64	3579	1
64	19813	18
64	32191	3
64	6987	1
64	11493	35
64	5262	2
64	26042	2
64	21819	2
64	15715	1
64	16427	463
64	28036	3
64	3237	2
64	21820	1
64	3240	1
64	26052	33
64	19824	1
64	28038	1
64	3171	2
64	20850	19
64	13564	16
64	19827	3
64	13565	11
64	1204	1
64	1539	17
64	5274	2
64	27379	1
64	7316	2
64	19831	21
64	14298	1
64	26061	3
64	2248	154
64	13015	1
64	5285	17
64	22557	2
64	3258	3
64	19836	1
64	30130	2
64	28055	1
64	30470	1
64	28066	1
64	3262	2
64	20763	2
64	9433	4
64	32219	2
64	7338	1
64	19844	1
64	23997	1
64	15753	1
64	26085	1
64	19847	2
64	32226	1
64	21856	1
64	11532	5
64	11534	4
64	5321	1
64	11523	2
64	22924	2
64	32233	26
64	21863	27
64	15763	1
64	24013	1
64	13597	2
64	19858	2
64	13599	4
64	1235	4
64	24181	2
64	25391	1
64	3656	1
64	13608	1
64	17863	20
64	20341	1
64	17867	8
64	17870	1
64	28094	2954
64	24245	1
64	1244	2
64	19872	2
64	24030	1
64	24031	1
64	15629	1
64	4967	1
64	9476	2
64	26116	1
64	15781	1
64	19880	2
64	11847	3
64	5344	3
64	3569	1
64	21894	1
64	9486	3
64	9789	4
64	1256	2
64	19887	1
64	15793	4
64	7700	15
64	5351	29
64	11567	3
64	21900	2
64	13636	55
64	20164	3
64	28109	6
64	7401	1
64	1265	1
64	11570	42
64	13641	658
64	17898	2
64	5359	1
64	32285	8
64	7410	6
64	5365	28
64	30216	2
64	11985	2
64	9513	15
64	9516	43
64	11589	2
64	15818	2
64	5372	1
64	1284	1
64	5373	2
64	24520	1
64	21924	15
64	11595	6
64	19918	1
64	5377	2
64	28133	3
64	24080	4
64	3356	1
64	26167	9
64	26168	2
64	7425	2
64	5383	1
64	32793	1
64	14665	1
64	21945	10
64	14740	1
64	17923	1
64	24093	7
64	26177	1
64	19927	25
64	15839	1
64	32567	48
64	26180	1
64	3370	1
64	7966	3
64	27074	38
64	21952	7
64	7438	16
64	13683	14
64	32328	9
64	20475	1
64	21960	5
64	5400	1
64	13690	5
64	5404	1
64	24110	2
64	21971	430
64	17946	5
64	3941	1
64	20639	8
64	18207	3
64	17545	2
64	5411	2
64	5412	2
64	9546	5
64	15859	1
64	15860	1
64	17951	1
64	11640	1
64	7351	4
64	9552	1
64	9553	3
64	4842	1
64	11649	3
64	5424	3
64	3394	1
64	30271	2
64	32351	1
64	30274	2
64	11655	1
64	15877	7
64	28188	1
64	27050	1
64	26212	1
64	19962	2
64	4086	11
64	4092	3
64	32359	1
64	8203	1
64	16622	5
64	24138	1
64	11660	1
64	13726	1
64	24142	1
64	5437	1
64	5440	4
64	32370	1
64	20716	12
64	28201	1
64	2943	3
64	11665	23
64	7477	1
64	9584	1
64	11667	1
64	5449	1
64	32380	1
64	13747	1
64	30297	1
64	1356	13
64	26234	16
64	9589	1
64	5457	4
64	16753	2
64	13751	2
64	12491	3
64	28212	11
64	17992	4
64	25740	1
64	11680	18
64	15911	1
64	26246	5
64	18000	1
64	11683	1
64	1374	2
64	15916	33
64	1375	3
64	18005	13
64	30314	2
64	28221	2
64	7507	1
64	15925	3
64	11876	1
64	4335	35
64	20007	1
64	28230	4
64	18018	3
64	18020	2
64	30510	5
64	7514	1
64	1387	1
64	3447	2
64	24186	2
64	5482	1
64	22049	1
64	4399	1
64	28240	2
64	1395	1
64	24735	3
64	13778	5
64	7523	14
64	11703	1
64	11705	1
64	25748	1
64	24193	2
64	27706	2
64	32411	1
64	11714	7
64	1895	1
64	27750	1
64	33013	2
64	8626	5
64	20030	137
64	24202	2
64	27387	1
64	18042	2
64	20034	1
64	24204	1
64	32421	30
64	3457	54
64	7535	81
64	32425	2
64	582	2
64	1421	1
64	3463	1
64	5497	1
64	20040	2
64	1424	1
64	25331	1
64	18058	1
64	24189	1
64	4640	2
64	7550	1
64	3470	4
64	15965	1
64	17143	1
64	7552	137
64	11735	1
64	13820	1
64	22082	21
64	7557	1
64	7559	2
64	30372	1
64	11290	9
64	20052	877
64	13836	1
64	8799	1
64	28279	3
64	605	46
64	15977	2
64	8820	2
64	3489	2
64	32658	1
64	15981	12
64	13613	3
64	5525	7
64	11755	4
64	3301	1
64	651	1
64	26313	191
64	657	2
64	32457	11
64	24249	3
64	18088	2
64	27440	1
64	20069	1
64	1448	2
64	32461	1
64	24251	3
64	20073	75
64	1450	2
64	29580	2
64	24254	2
64	24255	2
64	9682	1
64	3501	3
64	13053	1
64	25557	1
64	22113	3
64	15999	27
64	7717	1
64	25585	13
64	1461	2
64	18100	2
64	3950	350
64	20090	2
64	21411	1
64	32477	2
64	9699	5
64	32479	4
64	3519	2
64	11775	2
64	7606	1
64	3524	1
64	24280	1
64	18113	1
64	24281	12
64	26351	4
64	14515	39
64	16491	1
64	26354	10
64	9713	1
64	5564	3
64	1481	1
64	13882	1
64	20105	3
64	16023	1
64	20894	1
64	16025	9
64	32498	2
64	26362	1
64	7628	30
64	32501	1
64	7630	1
64	4993	9
64	25276	1
64	25775	2
64	26370	1
64	22152	1
64	3546	2
64	26377	2
64	11658	1
64	2969	18
64	1498	13
64	9736	1
64	5578	1
64	28344	1
64	30436	1
64	32516	1
64	3553	25
64	5581	4
64	9740	1
64	1506	9
64	28352	5
64	5586	34
64	11810	2
64	24311	14
64	13915	1
64	13402	13
64	30449	2
64	24321	1
64	11816	9
64	24323	1
64	7299	1
64	14698	2
64	30009	1
64	13459	4
64	30884	1
64	20137	1
64	24329	1
64	1116	1
64	20142	1
64	5603	132
64	11825	2
64	18161	2
64	13483	2
64	13930	18
64	32532	38
64	11829	2
64	1529	1
64	5607	1
64	11832	1
64	24337	49
64	16069	6
64	12764	1
64	18169	2
64	1000	53
64	1534	1
64	30092	1
64	1535	2
64	7330	21
64	4631	2
64	9776	18
64	28380	1
64	18187	2
64	9823	1
64	5678	1
64	16086	25
64	30474	1
64	22200	1
64	16091	1
64	28387	1
64	3588	2
64	15030	258
64	11845	1
64	9787	3
64	9788	31
64	20162	10
64	32557	15
64	9791	11
64	13955	1
64	18199	1
64	30482	7
64	32562	4
64	11855	1
64	1557	2
64	1558	1
64	22214	2
64	11859	2
64	7691	2
64	22215	14
64	11864	3
64	18209	1
64	9561	2
64	1569	1
64	18211	2
64	9804	1
64	26438	4
64	5454	11
64	28408	2
64	22021	2
64	5461	1
64	7701	15
64	18214	3
64	14626	1
64	3614	1
64	5650	1
64	5476	1
64	16117	15
64	7705	1
64	30513	1
64	5654	2
64	16120	1
64	20190	4
64	20193	1
64	22235	32
64	20195	2
64	32964	3
64	23580	2
64	28424	1
64	9680	2
64	26458	17
64	29466	26
64	13991	2
64	1465	6
64	28429	1
64	32594	1
64	1591	1
64	23389	2
64	24401	1
64	7723	46
64	208	1
64	1594	4
64	24405	16
64	8524	1
64	1600	16
64	13998	3
64	9836	8
64	1604	1
64	3638	4
64	24408	2
64	26474	3
64	7860	37
64	32945	1
64	9841	1
64	1611	1
64	32609	1
64	24413	1
64	13988	1
64	3647	3
64	22971	1
64	3649	1
64	26482	1
64	20225	1
64	24415	2
64	11247	5
64	14086	2
64	32617	2
64	22277	1
64	30557	2
64	14020	2
64	16157	235
64	5694	3
64	5696	1
64	9855	1
64	22284	6
64	6725	1
64	28461	44
64	16163	1
64	9915	1
64	22287	12
64	7759	9
64	20239	23
64	18275	1
64	7773	1
64	20247	1
64	1322	1
64	3666	3
64	26507	4
64	7777	1
64	9874	1
64	31254	2
64	14044	4
64	7750	1
64	3670	3
64	24452	1
64	14049	21
64	5721	1
64	28489	10
64	24455	4
64	30586	2
64	22307	1
64	9890	2891
64	26521	3
64	22311	3
64	3682	2
64	5734	3
64	1857	1
64	26522	2
64	22313	1
64	14059	1
64	15811	6
64	16202	1
64	9904	1
64	11959	1
64	20272	1
64	18907	1
64	3688	20
64	32657	2
64	24469	1
64	14070	11
64	5744	16
64	3691	1
64	11969	6
64	7300	1
64	26534	1
64	5059	1
64	27607	1
64	22614	1
64	32668	1
64	11974	1
64	28517	79
64	24478	3
64	3702	2
64	30906	1
64	26543	7
64	9510	2
64	14078	16
64	22660	1
64	16219	8
64	17566	32
64	20284	2
64	32681	2
64	1671	1
64	11984	1
64	3714	1
64	28530	1
64	16225	3
64	26342	1
64	11988	2
64	1677	1685
64	26552	26
64	30625	1
64	7808	1
64	9940	2
64	5772	1
64	22352	1
64	5779	1
64	14094	2
64	1683	2
64	20303	60
64	30639	1
64	22798	2
64	30218	1
64	32697	81
64	26666	17
64	1690	3
64	9948	4
64	9950	2
64	4285	11
64	22365	1
64	12011	2
64	28552	6
64	32703	2
64	1700	1
64	3741	6
64	24513	17
64	30654	1
64	1595	1
64	14111	5
64	6336	3
64	5804	1
64	24525	1
64	3753	1
64	1713	1
64	32716	1
64	6407	1
64	18353	2
64	1718	1
64	7857	1
64	30660	1
64	5817	5
64	32723	1
64	30223	1
64	28764	1
64	9975	2
64	24544	224
64	19583	2
64	30666	1
64	32733	2
64	13326	17
64	3765	3
64	24077	2
64	3766	2
64	14134	2
64	3770	2
64	17913	1
64	7878	1
64	18367	3
64	16283	2
64	18997	1
64	30678	2
64	30679	19
64	32758	1
64	9994	11
64	14152	2
64	16293	2
64	30684	2
64	31425	1
64	3788	37
64	28604	2
64	20369	13
64	7895	7
64	22420	3
64	31447	1
64	1768	2
64	18387	1
64	16305	1
64	3795	1
64	3796	3
64	3797	2
64	18391	3
64	24583	1
64	3358	3
64	32780	1
64	14170	2
64	20378	50
64	5885	1
64	26631	1
64	30698	2
64	16311	1
64	3572	2
64	21938	1
64	14986	1
64	16315	1
64	1781	1
64	31339	10
64	16321	6
64	5871	1
64	14184	4
64	1784	9
64	16323	12
64	24592	1
64	26638	34
64	20387	1
64	28623	1
64	27394	1
64	16327	2
64	3816	9
64	12098	23
64	28628	8
64	24605	4
64	6754	1
64	5882	1
64	20397	1
64	23391	2
64	19636	1
64	8122	3
64	26649	3
64	12107	1
64	3827	1
64	28636	25
64	1806	2
64	1807	1
64	18425	3
64	32807	14
64	32810	2
64	18428	2
64	18429	3
64	30732	2
64	20411	1
64	18431	1
64	19387	1
64	13677	11
64	31740	1
64	16352	2
64	9531	1
64	14224	3
64	17927	3
64	16355	60
64	10049	1
64	26668	4
64	12126	2
64	28146	1
64	20423	2
64	30746	10
64	1830	2
64	16364	2
64	6913	1
64	19472	43
64	32830	1
64	10064	10
64	10066	2
64	3422	14
64	26683	4
64	24098	1
64	10068	5
64	18456	2
64	26687	4
64	32119	5
64	23684	1
64	7978	2
64	32852	1
64	12150	1
64	31952	1
64	1847	2
64	3870	1
64	7983	2
64	5946	2
64	32858	10
64	10084	38
64	7986	1
64	5949	1
64	17931	28
64	18477	1
64	9893	1
64	7123	4
64	14265	2
64	32861	1
64	30788	1
64	10088	4
64	23791	2
64	10571	1
64	1019	1
64	22524	2
64	18485	198
64	28698	2
64	22530	2
64	10094	2
64	30797	2
64	1861	1
64	25166	1
64	4028	2
64	27292	1
64	28703	2
64	1869	2
64	32875	2
64	28709	1
64	24691	1
64	22541	1
64	24364	1
64	30813	28
64	12179	1
64	18498	5
64	22548	4
64	12526	1
64	12184	16
64	14292	1
64	24697	1
64	30816	10
64	26730	1
64	10113	1
64	10579	4
64	26732	3
64	27499	2
64	18510	1
64	10118	1
64	664	30
64	12195	2
64	5988	2
64	14306	1
64	14307	1
64	11548	2
64	8028	1
64	14065	1
64	24714	1
64	22567	1
64	16446	28
64	10136	1
64	24716	1
64	18521	47
64	1899	4
64	3921	1
64	18523	4
64	25167	4
64	6000	1
64	26754	9
64	18527	3
64	3925	1
64	29539	16
64	26756	10
64	1909	2
64	14321	2
64	30848	1
64	22582	3
64	10147	1
64	24728	6
64	10150	1
64	3940	1
64	27830	1
64	22588	1
64	32432	29
64	7553	1
64	14340	2
64	24741	1
64	20535	3
64	20536	1
64	16840	3
64	3694	1
64	15993	124
64	26772	1
64	17949	13
64	30872	4
64	28169	1
64	14345	7
64	1936	1
64	25719	1
64	16492	1
64	3953	1
64	12235	2
64	14349	39
64	31251	5
64	24755	1
64	8076	1
64	30880	1
64	26197	3
64	3959	1
64	14354	2
64	22607	1
64	25496	1
64	28784	1
64	11841	2
64	32543	2
64	10174	1
64	3966	2
64	18118	4
64	24768	3
64	10180	2
64	26787	2
64	12246	2
64	11887	3
64	24395	43
64	23641	1
64	3973	2
64	33029	17
64	1087	1
64	9913	1
64	26793	177
64	6056	1
64	11127	37
64	7752	2
64	20560	8
64	10187	1
64	10188	1
64	12256	3
64	1961	1
64	10194	5
64	26801	1
64	31479	1
64	22629	3
64	7810	1
64	26807	1
64	22632	1
64	12264	4
64	28811	1
64	30908	4
64	10202	1
64	10203	1
64	30912	1
64	32982	18
64	17301	1
64	20573	1
64	26816	7
64	12272	1
64	20577	3
64	8113	2
64	6082	1
64	10214	15
64	1986	1
64	18599	1
64	16541	13
64	24611	1
64	24806	1
64	24807	1
64	20591	3
64	7976	1
64	12286	1
64	3859	1
64	20444	3
64	6093	2
64	16558	1
64	30932	3
64	6095	3
64	10224	2
64	20457	1
64	16561	1
64	6098	1
64	20601	18
64	10228	2
64	20603	1
64	33008	1
64	20604	1
64	8137	1
64	4511	2
64	26846	1
64	6101	3
64	4033	2
64	24126	10
64	26848	19
64	28845	4
64	22672	2
64	18620	1
64	20611	2
64	10237	1
64	12302	1
64	2012	13
64	20613	1
64	20614	1
64	13928	6
64	28851	2
64	12309	2
64	30950	1
64	16584	1
64	33034	1
64	33045	1
64	4053	3
64	12316	2
64	2028	1
64	4051	2
64	2034	2
66	15693	1
66	20251	6
66	3071	2
66	16046	90
66	19119	1
66	19001	1
66	28738	4
66	28303	1
66	31290	1
66	2426	6
66	2397	1
66	1776	2
66	24330	1
66	6542	9
66	27488	1
66	2681	3
66	21316	1
66	9882	1
66	13671	4
66	3321	5
66	32160	5
66	25866	12
66	19890	2
66	2048	10
66	22496	1
66	9890	2
66	3654	2
66	26887	7
66	2822	28
66	32162	2
66	5781	1
66	11200	1
66	8468	11
66	9618	125
66	7624	21
66	4077	1
66	19592	1
66	9150	1
66	20670	3
66	3902	55
66	5603	6
66	7492	2
66	15628	1
66	26009	1
66	25375	217
66	20523	1
66	4737	2
66	23236	2
66	4064	1
66	3690	1
66	2192	2
66	4227	2
66	23794	2
66	20438	9
66	21917	1
66	21654	2
66	9773	3
66	20052	1
66	13938	12
66	23519	3
66	7820	3
66	7930	2
66	6555	1
66	31260	1
66	26649	143
66	32967	1
66	32728	1
66	29547	7
66	16342	8
66	28517	3
66	3966	1
66	8633	5
66	26323	9
66	18184	44
66	1542	10
66	28380	1
66	11223	2
66	8636	56
66	5247	50
66	2765	8
66	28891	1
66	13532	3
66	28773	2
66	20444	283
66	8356	48
66	9716	2
66	25176	2
66	21426	24
66	409	1
66	28032	1
66	27632	3
66	7677	50
66	12628	1
66	21303	1
66	6917	35
66	9788	1148
66	10730	1
66	20818	5
66	18804	23
66	15699	3
66	10690	2
66	3741	1
66	27157	6
66	25905	2
66	18691	5
66	32562	6
66	5796	2
66	17197	1
66	28172	1
66	29424	1
66	14481	1
66	8080	6
66	23805	1
66	11129	7
66	21257	17
66	15141	3
66	6313	7
66	32567	38
66	22217	2
66	31409	1
66	16050	1
66	26787	1
66	23034	1
66	3481	54
66	14094	127
66	16240	7
66	26047	15
66	21467	218
66	9315	2
66	3186	1
66	17436	5
66	7374	11
66	26962	1
66	2228	23
66	12661	3
66	21373	1
66	20054	8
66	10468	1
66	6723	1
66	10974	18
66	6937	8
66	15774	1
66	30109	3
66	19748	1
66	13565	1
66	13566	3
66	14876	3
66	18600	2
66	28912	1
66	3095	1
66	3490	4
66	18218	5
66	26313	1
66	2364	18
66	23204	1
66	26800	1
66	24890	1
66	25929	1
66	24386	4
66	16121	1
66	19196	6
66	6696	1
66	31029	1
66	582	5
66	9544	1
66	18088	9
66	18334	4
66	9953	38
66	24907	1
66	7323	2
66	26691	6
66	32978	3
66	1701	5
66	18227	1
66	16795	1
66	7061	14
66	7453	2
66	169	10
66	8909	3
66	24795	1
66	20650	8
66	3746	6
66	22143	1
66	2248	19
66	3867	1
66	9554	1
66	15760	2
66	30710	2
66	13094	4
66	11763	1
66	15314	2
66	25722	1
66	718	7
66	9827	2
66	17954	1
66	3263	2
66	19206	2
66	19839	1
66	3534	6
66	859	38
66	22249	1
66	90	120
66	2540	13
66	19842	3
66	15750	2
66	9555	1
66	6835	6
66	631	1
66	4522	84
66	17215	5
66	4658	8
66	3950	18
66	9928	4
66	16271	18
66	30155	1
66	15026	1
66	21593	1
66	2895	13
66	6056	1
66	98	2
66	31792	5
66	226	1
66	15780	1
66	683	9
66	12522	1
66	8567	11
66	6966	1
66	5970	1
66	18240	1
66	32136	23
66	8688	9
66	5440	1
66	26052	6
66	9979	33
66	3203	74
66	19090	54
66	13210	96
66	7351	1
66	16558	3
66	26956	1
66	32233	44
66	15339	1
66	32744	20
66	17597	1
66	14803	1
66	19220	1
66	1350	82
66	15194	12
66	3416	2
66	1869	37
66	27216	4
66	16266	1
66	14250	2
66	14018	26
66	17976	8
66	26227	27
66	17484	1
66	16155	1
66	12346	2
66	13882	1
66	22661	94
66	31464	8
66	13072	35
66	25565	5
66	30812	4
66	7484	1
66	25447	45
66	18522	10
66	1619	36
66	20814	2
66	117	11
66	6954	16
66	32666	3
66	17862	8
66	2552	6
66	21134	2
66	19102	11
66	32882	1
66	1270	4
66	26288	1
66	11669	1
66	30303	9
66	1544	97
66	10484	2
66	21135	1
66	7635	4
66	5136	20
66	16166	3
66	13296	3
66	24022	2
66	16832	126
66	16427	1
66	126	6
66	17992	3
66	29823	3
66	16170	1
66	23476	17
66	16171	1
66	26859	83
66	26617	7
66	26972	1
66	12309	6
66	5848	13
66	23088	24
66	21621	13
66	7339	3
66	11438	1
66	28341	1
66	28628	2
66	27239	1
66	33039	5
66	19240	3
66	22818	5
66	13487	10
66	2991	10
66	33043	56
66	24581	13
66	33045	5
66	8288	1
66	25387	37
66	28346	1
68	4022	1
68	23059	2
68	9486	1
68	12229	1
68	8757	1
68	18736	1
68	3284	3
68	7294	1
68	18198	5
68	16420	2
68	1329	2
68	26522	1
68	11572	2
68	18320	1
68	2092	1
68	13641	4
68	24492	1
68	10996	1
68	3568	1
68	11290	1
68	18486	2
68	13185	1
68	25578	10
68	21419	1
68	28752	1
68	27689	2
68	703	3
68	19041	10
68	32633	2
68	1250	2
68	25498	2
69	11808	14
69	5586	32
69	24311	431
69	4064	14
69	20818	14
69	24851	10
69	32009	5
69	18148	36
69	13408	1
